flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A[J-T][4-2],Top pair,6,342,3567.2060289999963,0.15526078362573098,0.8447392134502926,C,0.023405846092868103,0.7090038
A[J-T][4-2],Two pair+,6,120,2023.13924,4.1666666666666676e-08,0.9999999583333333,C,0.0,0.0
A[J-T][4-2],Third pair,2,6,35.0389,0.0,1.0,C,0.0,0.0
A[J-T][4-2],Air,6,300,1456.9776750000005,0.9766263560363247,0.023373640491452987,F,0.004692753576263893,0.355812661248
A[J-T][4-2],Second pair,6,189,760.2187990000001,0.409472956060606,0.5905270494949494,F/C,0.4098086103803024,0.99175
A[J-T][4-2],Air + draw,6,304,4009.7952229999964,0.4278901220619658,0.5721098846153847,F/C,0.3075434909556533,2.95887
A[J-T][4-2],Underpair,6,53,78.21954100000002,0.47089253661616165,0.5291074494949496,F/C,0.01695953368975981,0.099105840457
A[9-7]x,Weak pair,18,464,514.0706379999998,0.5872593140499889,0.412740679862756,F/C,0.19862949874192434,0.7951015499999999
A[9-7]x,Top pair,18,1128,9880.262272000007,0.21736440578239818,0.782635595098141,C,0.006134366159739878,0.9182693000000001
A[9-7]x,Air,18,1908,14485.255786999986,0.8328481629801687,0.16715183917580057,F,0.05770117750447301,2.14483
A[9-7]x,Air + draw,17,180,1063.043998,0.0,1.0,C,0.0,0.0
A[9-7]x,Third pair,12,85,307.15156299999995,0.059327622222222216,0.9406723685185185,C,0.022447967926053726,0.8854832050113
A[9-7]x,Two pair+,18,242,3417.295117000001,0.0,1.0,C,0.0,0.0
A[9-7]x,Second pair,18,223,1123.7144589999994,5.828796296296295e-05,0.9999417120370371,C,0.0,0.0
A[9-7]x,Underpair,18,419,1747.0463200000006,0.012602067901234568,0.9873979351851853,C,0.0002461244203766169,0.038816870441999995
A[6-2]x,Weak pair,9,114,97.992562,0.12067758333333334,0.8793224236111111,C,0.10129887078870266,0.8995979000000001
A[6-2]x,Top pair,10,618,4158.794847999996,0.18965396850268207,0.810346028378199,C,0.003569914613369919,0.1988030451972
A[6-2]x,Third pair,2,8,29.990926999999996,0.0,1.0,C,0.0,0.0
A[6-2]x,Two pair+,10,138,1315.5899789999994,0.0,1.0,C,0.0,0.0
A[6-2]x,Second pair,9,75,303.537019,0.0013401234567901234,0.99865987654321,C,0.0,0.0
A[6-2]x,Underpair,10,383,1242.016327,0.025968914048155982,0.9740310877723749,C,0.0017291084150608729,0.1222230317946
A[6-2]x,Air + draw,9,64,257.71621200000004,0.0,1.0,C,0.0,0.0
A[6-2]x,Air,10,1152,5858.750391999998,0.8462641282371537,0.1537358745006242,F,0.04000501975612188,1.87635
BBB,Weak pair,4,204,1906.881861000001,0.9353899340277777,0.06461006597222221,F,0.09881438156825022,1.31692
BBB,A-high + draw,4,128,2154.5756999999994,0.6843297265624999,0.31567028906249994,F,0.07614419707932232,2.01993
BBB,Air,4,68,201.010373,1.0,0.0,F,0.0,0.0
BBB,Top pair,4,144,1838.7981999999993,0.3289839138176638,0.6710160861823362,C,0.221143842099361,1.8469878999999998
BBB,Air + draw,4,43,165.077731,0.7384311532738095,0.26156884672619046,F,0.35201358555050666,1.20144
BBB,Two pair+,4,208,2930.7304720000006,0.0,1.0,C,0.0,0.0
BBB,Third pair,4,95,785.8213729999998,0.5738170690613027,0.426182922605364,F/C,0.34488581849914046,0.94526
BBB,Second pair,4,98,1087.739115,0.3591325566239317,0.6408674433760684,F/C,0.3286738471708025,1.13285
BBB,Overpair,4,30,500.53939999999994,0.0,1.0,C,0.0,0.0
BBx,Weak pair,47,1909,10827.785860000025,0.9496825845470858,0.05031741524976548,F,0.030962069708785473,3.4381
BBx,A-high,47,1282,22659.561730999976,1.0,0.0,F,0.0,0.0
BBx,Air,47,981,6277.956011999999,0.9999903426765342,9.657323465926611e-06,F,4.3702661640731175e-09,1.8170603099999998e-05
BBx,Top pair,47,2065,29036.969007999996,0.20786870131764093,0.7921313021616012,C,0.010076658231345674,1.1206436
BBx,Third pair,47,391,3455.001016,0.2525302011497959,0.7474697932946485,C,0.07283863310323088,2.1566902
BBx,Air + draw,47,1031,12976.795772000005,0.14720980106743506,0.8527901980460403,C,0.046312615289171896,2.7729836
BBx,Two pair+,47,935,16114.245673000001,0.0,1.0,C,0.0,0.0
BBx,Second pair,47,1412,10992.815883000014,0.32475524601540157,0.6752447529353914,C,0.07178647090070905,1.0858742
BBx,A-high + draw,42,1056,21288.395069999962,0.370543459672619,0.6294565269345239,F/C,0.21750716005372817,1.33111915
BBx,Overpair,47,462,11783.179399999997,0.018825019503546103,0.9811749745862883,C,2.8211386699520127e-05,0.006441405019999999
BBB,Underpair,1,6,106.9782,0.0,1.0,C,0.0,0.0
BBx,Underpair,24,192,2445.93622,0.2325569861111111,0.7674430208333334,C,0.005657961177623368,0.0587623962734
K/Qx con,Weak pair,8,75,86.44487699999995,0.99999975,2.5e-07,F,0.0,0.0
K/Qx con,A-high,14,755,10555.599158999996,0.8913034032113617,0.10869659974919647,F,0.009597795887764703,0.439686
K/Qx con,Air,14,704,6506.334214000003,0.8306182876800745,0.1693817133410176,F,0.049526253404291204,0.671064
K/Qx con,Air + draw,14,228,2225.8971040000024,0.0072020750000000005,0.992797925,C,7.802937004299263e-05,0.0081268335808
K/Qx con,Top pair,14,717,8034.322741999996,0.10481077326042672,0.8951892286987422,C,0.0018739584769167442,0.20201401348700002
K/Qx con,Third pair,14,63,272.16931500000004,0.0001776904761904762,0.9998223095238095,C,0.0,0.0
K/Qx con,Two pair+,14,170,2770.2397500000006,0.0,1.0,C,0.0,0.0
K/Qx con,Second pair,14,118,1055.50632,6.439087301587301e-05,0.9999356091269841,C,0.0,0.0
K/Qx con,Underpair,14,431,2682.7827229999953,0.0007885079365079364,0.9992114920634921,C,1.430837930828906e-05,0.007115001816199995
K/Qx con,Overpair,14,126,3437.277299999999,0.0007591250000000001,0.999240875,C,0.0,0.0
K/Qx dis,Weak pair,39,803,1989.5383420000019,0.5460451640432779,0.45395483711297313,F/C,0.14392418683123914,0.8922700000000001
K/Qx dis,A-high,42,2537,40742.303673999944,0.8778310117380714,0.12216898855077578,F,0.007978386194831062,0.572759
K/Qx dis,Air,42,2026,19866.19412800004,0.7865479558940882,0.21345204371447069,F,0.10261028242211925,1.85348
K/Qx dis,Air + draw,36,692,8215.072451999997,0.0016422634259259255,0.9983577372685186,C,0.0,0.0
K/Qx dis,Top pair,42,2239,28125.193620000016,0.05455342887436068,0.9454465753898225,C,0.0009981226958465901,0.18766501233479999
K/Qx dis,Third pair,42,229,1935.3588800000005,0.008671310580292723,0.9913286894197073,C,0.0019268161809917813,0.2966865419847
K/Qx dis,Two pair+,42,446,7412.938888000001,0.0,1.0,C,0.0,0.0
K/Qx dis,Second pair,42,558,4662.707987999991,4.321031746031746e-06,0.999995678968254,C,0.0,0.0
K/Qx dis,Underpair,42,994,7485.353706000007,0.021034852229780802,0.9789651464474678,C,0.0018030580213158095,0.190189054712
K/Qx dis,Overpair,42,378,10393.6535,0.00017546626984126987,0.9998245337301587,C,0.0,0.0
K/Qx con,A-high + draw,7,80,1623.2476699999997,0.11250835267857141,0.8874916517857143,C,0.050825054739763634,0.5266911000000001
K/Qx dis,A-high + draw,6,48,1035.7337000000002,0.0,1.0,C,0.0,0.0
BBx,2 overcards + draw,23,592,13456.28809999999,0.30657997735507253,0.6934200108695653,C,0.0015546027189944599,0.0445905850556
K/Qx con,2 overcards,7,91,930.8591440000002,0.9999948461538463,5.1538461538461534e-06,F,0.0,0.0
K/Qx con,2 overcards + draw,4,12,31.615454,0.24943108333333333,0.750569,C,0.00020019629251284552,0.5518639000000001
K/Qx dis,2 overcards,21,273,3263.189614000004,0.9982456336996337,0.0017543663003663002,F,0.0,0.0
K/Qx dis,2 overcards + draw,16,39,297.3753889999999,0.017494687499999998,0.9825053125,C,7.788154187430086e-10,0.017815426008300002
[J-8]x con,Weak pair,12,124,323.1688919999997,0.9722222222222223,0.027777777777777776,F,0.013909024178849505,1.23159
[J-8]x con,A-high,25,439,6094.107485999995,0.8381737707239381,0.16182622844272843,F,0.01972203269603271,0.44608499999999995
[J-8]x con,Air,20,539,4471.985715,0.7285652524657521,0.27143474794620437,F,0.07996248079164617,1.01637
[J-8]x con,Air + draw,26,322,3172.5828669999996,0.10015809304029305,0.899841906959707,C,0.10831123686763597,2.5362267
[J-8]x con,Two pair+,26,386,6510.907237999998,0.0,1.0,C,0.0,0.0
[J-8]x con,A-high + draw,23,214,4596.107693999998,0.13487980559006213,0.8651201944099379,C,0.0821150290794612,2.6794357
[J-8]x con,Second pair,26,197,2231.2592450000006,0.020513012820512818,0.9794869871794872,C,0.07116372117053299,1.0311667999999998
[J-8]x con,Third pair,23,87,921.861798,0.020007217391304347,0.9799927826086956,C,0.02503129988814145,1.526075
[J-8]x con,Top pair,26,680,10221.938875999995,0.04668796897944431,0.9533120331379707,C,0.012217300824915216,0.529435
[J-8]x con,Overpair,26,672,15168.596550000007,0.008229378632478633,0.9917706192307693,C,4.502106543570433e-05,0.014002442416799998
[J-8]x con,2 overcards + draw,26,851,12266.833133000004,0.10793569234186033,0.8920643057309386,C,0.042167736190145015,0.9190505999999999
[J-8]x con,Underpair,22,444,4202.638541999996,9.74025974025974e-09,0.9999999902597403,C,0.0,0.0
[J-8]x con,2 overcards,25,1822,26333.37072900003,0.9969406643696814,0.003059336143138879,F,0.0002304425617842152,0.27563499999999996
[J-8]x dis,Weak pair,54,739,1542.8785389999998,0.4901777015673644,0.5098222984326356,F/C,0.763743416577579,3.5829999999999997
[J-8]x dis,A-high,67,1574,26550.313934,0.7029672369529447,0.297032766964966,F,0.053072765021937196,0.8009489999999999
[J-8]x dis,Air,61,1561,15237.73705300001,0.6306298652993023,0.36937013702371013,F/C,0.3346688229914242,1.84176865
[J-8]x dis,Air + draw,65,883,8340.087577000008,0.014884067992495309,0.9851159320075047,C,0.006134134578398858,2.8782082
[J-8]x dis,Two pair+,67,691,13666.103099999997,0.0,1.0,C,0.0,0.0
[J-8]x dis,Third pair,67,277,4036.650998000001,0.016009683250414592,0.9839903217247099,C,0.0009810236379153834,0.303407987206
[J-8]x dis,Second pair,67,765,7919.889241999991,0.0,1.0,C,0.0,0.0
[J-8]x dis,A-high + draw,22,180,4482.090810999997,0.04793394318181818,0.9520660568181818,C,0.007226513498141902,2.2255127000000003
[J-8]x dis,Underpair,52,726,7571.9380999999985,0.0,1.0,C,0.0,0.0
[J-8]x dis,Top pair,67,1813,30110.284396000014,0.0050135926406709875,0.9949864087785653,C,0.00012916789851180103,0.19314800000000001
[J-8]x dis,Overpair,67,1692,42373.69808999991,0.00019155675787728028,0.99980844407131,C,0.0,0.0
[J-8]x dis,2 overcards + draw,67,1880,34490.44517099997,0.020834354763279005,0.9791656446925667,C,0.003227250095117689,0.7839314
[J-8]x dis,2 overcards,67,4807,74745.61117400012,0.9953533482127516,0.004646651331027345,F,7.456006973402719e-05,0.235442
[7-4]x,A-high,7,30,84.97490900000001,0.739692011904762,0.2603079880952381,F,0.16124853705095452,0.334457
[7-4]x,A-high + draw,15,110,1522.375808,0.008333291666666666,0.9916667083333334,C,1.2621145336071973e-08,0.533725731358
[7-4]x,Third pair,20,67,657.507906,1.1333333333333334e-06,0.9999988666666667,C,0.0,0.0
[7-4]x,Two pair+,20,252,1794.3237249999972,0.0,1.0,C,0.0,0.0
[7-4]x,Second pair,20,125,1136.7622880000001,0.0,1.0,C,0.0,0.0
[7-4]x,Top pair,20,216,1856.4393190000003,1.386875e-05,0.99998613125,C,0.0,0.0
[7-4]x,Overpair,20,930,10715.047250000003,2.7536607142857144e-05,0.9999724633928573,C,0.0,0.0
[7-4]x,2 overcards + draw,20,1475,9380.783690999997,0.24078369234467695,0.7592163072098342,C,0.05302826793485971,0.7589638
[7-4]x,2 overcards,20,2203,12982.444799999976,0.9946150900989542,0.005384908246282455,F,0.0004040950637093821,0.855049
[7-4]x,Weak pair,8,54,46.79151199999999,0.0,1.0,C,0.0,0.0
[7-4]x,Air + draw,12,68,402.96926699999983,0.0,1.0,C,0.0,0.0
[7-4]x,Air,4,24,133.68177899999998,0.34219265625,0.65780734375,C,0.08926934226917849,0.9108069999999999
[7-4]x,Underpair,10,90,436.80225200000007,0.0,1.0,C,0.0,0.0
